objectid,Reporter,ComName,SciName,OccStatus,ObsDate,DateAcc,DateEnt,DateUp,Location,Latitude,Longitude,Datum,CoordAcc,Method,DataType,LocalOwner,Habitat,Locality,Site,InfestAcre,GrossAcre,Abundance,Density,NumCollect,Percentcov,TreatArea,TreatComm,Quantity,QuantityU,TrapType,NumTraps,Comments,VisitType,CollectTme,Surveyor,RecSource,RecOwner,RecSrcTyp,OrigName,Nativity,Host,Host_Name,VerifyMthd,IDCred,Verified,Reviewer,ReviewDate,OrgSrcID,PID,Voucher,Museum,MuseumRec,Reference
7479840,USDA Forest Service Natural Resource Information Systems (NRIS) ,glossy buckthorn,Frangula alnus,Positive,9/8/2017,,11-Jun-18,16-Oct-17,"Grafton, New Hampshire, United States",44.02647,-71.49562,,,,,,,,,0.08,0.08,,,,1,,,,,,,,,,"Jacques, Marie-Eve | Sperduto, Dan | Johnson, Rachel",,Federal Agency,Bulk Data,Frangula alnus,Introduced,,,,,Verified,,,092204_2017_10,https://usfs.maps.arcgis.com/home/item.html?id=cfa7600b5e81444c83adb26f798fb7f2,,,,
7444041,USDA Forest Service Natural Resource Information Systems (NRIS) ,glossy buckthorn,Frangula alnus,Positive,9/27/2017,,11-Jun-18,18-Oct-17,"Carroll, New Hampshire, United States",43.99581,-71.37489,,,,,,,,,0.11,0.11,,,,50,,,,,,,,,,"Johnson, Rachel",,Federal Agency,Bulk Data,Frangula alnus,Introduced,,,,,Verified,,,092205_2017_06,https://usfs.maps.arcgis.com/home/item.html?id=cfa7600b5e81444c83adb26f798fb7f2,,,,
7441326,USDA Forest Service Natural Resource Information Systems (NRIS) ,glossy buckthorn,Frangula alnus,Positive,9/13/2001,,11-Jun-18,25-May-07,"Carroll, New Hampshire, United States",44.10225,-71.15021,,,,,,,,,0.02,0.02,,,,0.5,,,,,,,,,,"Costello, Christine",,Federal Agency,Bulk Data,Frangula alnus,Introduced,,,,,Verified,,,92205809,https://usfs.maps.arcgis.com/home/item.html?id=cfa7600b5e81444c83adb26f798fb7f2,,,,
7421018,USDA Forest Service Natural Resource Information Systems (NRIS) ,glossy buckthorn,Frangula alnus,Positive,7/16/2005,,11-Jun-18,25-May-07,"Coos, New Hampshire, United States",44.47993,-71.46392,,,,,,,,,0,0,,,,1,,,,,,,,,,"Schori, Alice",,Federal Agency,Bulk Data,Frangula alnus,Introduced,,,,,Verified,,,2005AN67FRAL,https://usfs.maps.arcgis.com/home/item.html?id=cfa7600b5e81444c83adb26f798fb7f2,,,,
7388842,USDA Forest Service Natural Resource Information Systems (NRIS) ,glossy buckthorn,Frangula alnus,Positive,9/27/2001,,11-Jun-18,25-May-07,"Carroll, New Hampshire, United States",44.17522,-71.22349,,,,,,,,,0.02,0.02,,,,0.5,,,,,,,,,,"Ewing, Mo",,Federal Agency,Bulk Data,Frangula alnus,Introduced,,,,,Verified,,,92205349,https://usfs.maps.arcgis.com/home/item.html?id=cfa7600b5e81444c83adb26f798fb7f2,,,,
7388747,USDA Forest Service Natural Resource Information Systems (NRIS) ,glossy buckthorn,Frangula alnus,Positive,9/27/2001,,11-Jun-18,25-May-07,"Carroll, New Hampshire, United States",44.17863,-71.22465,,,,,,,,,0.02,0.02,,,,0.5,,,,,,,,,,"Ewing, Mo",,Federal Agency,Bulk Data,Frangula alnus,Introduced,,,,,Verified,,,92205348,https://usfs.maps.arcgis.com/home/item.html?id=cfa7600b5e81444c83adb26f798fb7f2,,,,
7388734,USDA Forest Service Natural Resource Information Systems (NRIS) ,glossy buckthorn,Frangula alnus,Positive,9/4/2002,,11-Jun-18,25-May-07,"Carroll, New Hampshire, United States",44.14429,-71.18603,,,,,,,,,0.02,0.02,,,,0.5,,,,,,,,,,"Ewing, Mo",,Federal Agency,Bulk Data,Frangula alnus,Introduced,,,,,Verified,,,922051559,https://usfs.maps.arcgis.com/home/item.html?id=cfa7600b5e81444c83adb26f798fb7f2,,,,
7388524,USDA Forest Service Natural Resource Information Systems (NRIS) ,glossy buckthorn,Frangula alnus,Positive,6/16/2016,,11-Jun-18,24-Oct-17,"Carroll, New Hampshire, United States",43.99781,-71.33178,,,,,,,,,0.46,0.46,,,,,,,,,,,,,,"Johnson, Rachel | Reid, Alyssa | Sperduto, Dan",,Federal Agency,Bulk Data,Frangula alnus,Introduced,,,,,Verified,,,092205_2016_32,https://usfs.maps.arcgis.com/home/item.html?id=cfa7600b5e81444c83adb26f798fb7f2,,,,
7388523,USDA Forest Service Natural Resource Information Systems (NRIS) ,glossy buckthorn,Frangula alnus,Positive,9/20/2016,,11-Jun-18,23-Oct-17,"Carroll, New Hampshire, United States",44.01547,-71.24658,,,,,,,,,2.78,2.78,,,,,,,,,,,,,,"Johnson, Rachel",,Federal Agency,Bulk Data,Frangula alnus,Introduced,,,,,Verified,,,092205_2016_43,https://usfs.maps.arcgis.com/home/item.html?id=cfa7600b5e81444c83adb26f798fb7f2,,,,
7388521,USDA Forest Service Natural Resource Information Systems (NRIS) ,glossy buckthorn,Frangula alnus,Positive,9/7/2017,,11-Jun-18,24-Oct-17,"Carroll, New Hampshire, United States",44.03227,-71.15536,,,,,,,,,24.03,24.03,,,,,,,,,,,,,,"Miccio, Nick | Jacques, Marie-Eve | Marchowsky, Kori, - | Johnson, Rachel | Rowse, Lesley, -",,Federal Agency,Bulk Data,Frangula alnus,Introduced,,,,,Verified,,,092205_2006_16,https://usfs.maps.arcgis.com/home/item.html?id=cfa7600b5e81444c83adb26f798fb7f2,,,,
7369221,USDA Forest Service Natural Resource Information Systems (NRIS) ,glossy buckthorn,Frangula alnus,Positive,4/24/2006,,11-Jun-18,25-May-07,"Grafton, New Hampshire, United States",43.70337,-72.24276,,,,,,,,,9.13,9.13,,,,37.5,,,,,,,,,,"Mattrick, Chris, -",,Federal Agency,Bulk Data,Frangula alnus,Introduced,,,,,Verified,,,0922AT_2006_01,https://usfs.maps.arcgis.com/home/item.html?id=cfa7600b5e81444c83adb26f798fb7f2,,,,
7368742,USDA Forest Service Natural Resource Information Systems (NRIS) ,glossy buckthorn,Frangula alnus,Positive,6/16/2016,,11-Jun-18,24-Oct-17,"Carroll, New Hampshire, United States",43.98862,-71.3147,,,,,,,,,0.09,0.09,,,,,,,,,,,,,,"Sperduto, Dan | Johnson, Rachel | Reid, Alyssa",,Federal Agency,Bulk Data,Frangula alnus,Introduced,,,,,Verified,,,092205_2016_34,https://usfs.maps.arcgis.com/home/item.html?id=cfa7600b5e81444c83adb26f798fb7f2,,,,
7361367,USDA Forest Service Natural Resource Information Systems (NRIS) ,glossy buckthorn,Frangula alnus,Positive,5/1/2009,,11-Jun-18,14-Apr-10,"Grafton, New Hampshire, United States",43.70478,-72.22757,,,,,,,,,15.24,15.24,,,,,,,,,,,,,,"Schori, Alice",,Federal Agency,Bulk Data,Frangula alnus,Introduced,,,,,Verified,,,092204_2009_14,https://usfs.maps.arcgis.com/home/item.html?id=cfa7600b5e81444c83adb26f798fb7f2,,,,
7361365,USDA Forest Service Natural Resource Information Systems (NRIS) ,glossy buckthorn,Frangula alnus,Positive,10/13/2009,,11-Jun-18,12-Apr-10,"Carroll, New Hampshire, United States",44.15994,-71.2154,,,,,,,,,6.02,24.07,,,,15,,,,,,,,,,"Mattrick, Chris, -",,Federal Agency,Bulk Data,Frangula alnus,Introduced,,,,,Verified,,,092205_2009_02,https://usfs.maps.arcgis.com/home/item.html?id=cfa7600b5e81444c83adb26f798fb7f2,,,,
7332102,USDA Forest Service Natural Resource Information Systems (NRIS) ,glossy buckthorn,Frangula alnus,Positive,5/1/2009,,11-Jun-18,14-Apr-10,"Grafton, New Hampshire, United States",43.70251,-72.2436,,,,,,,,,3.64,7.28,,,,,,,,,,,,,,"Schori, Alice",,Federal Agency,Bulk Data,Frangula alnus,Introduced,,,,,Verified,,,092204_2009_15,https://usfs.maps.arcgis.com/home/item.html?id=cfa7600b5e81444c83adb26f798fb7f2,,,,
7332101,USDA Forest Service Natural Resource Information Systems (NRIS) ,glossy buckthorn,Frangula alnus,Positive,5/1/2009,,11-Jun-18,14-Apr-10,"Grafton, New Hampshire, United States",43.7038,-72.21275,,,,,,,,,1.32,2.64,,,,,,,,,,,,,,"Schori, Alice",,Federal Agency,Bulk Data,Frangula alnus,Introduced,,,,,Verified,,,092204_2009_13,https://usfs.maps.arcgis.com/home/item.html?id=cfa7600b5e81444c83adb26f798fb7f2,,,,
7332099,USDA Forest Service Natural Resource Information Systems (NRIS) ,glossy buckthorn,Frangula alnus,Positive,6/1/2011,,11-Jun-18,23-Sep-11,"Carroll, New Hampshire, United States",44.12155,-71.12149,,,,,,,,,1.08,21.62,,,,,,,,,,,,,,"Mattrick, Chris, -",,Federal Agency,Bulk Data,Frangula alnus,Introduced,,,,,Verified,,,092205_2011_09,https://usfs.maps.arcgis.com/home/item.html?id=cfa7600b5e81444c83adb26f798fb7f2,,,,
7332098,USDA Forest Service Natural Resource Information Systems (NRIS) ,glossy buckthorn,Frangula alnus,Positive,10/13/2009,,11-Jun-18,19-Oct-17,"Carroll, New Hampshire, United States",44.18516,-71.228,,,,,,,,,49.34,82.24,,,,,,,,,,,,,,"Miccio, Nick | Mattrick, Chris, -",,Federal Agency,Bulk Data,Frangula alnus,Introduced,,,,,Verified,,,092205_2006_18,https://usfs.maps.arcgis.com/home/item.html?id=cfa7600b5e81444c83adb26f798fb7f2,,,,
7330541,USDA Forest Service Natural Resource Information Systems (NRIS) ,glossy buckthorn,Frangula alnus,Positive,9/14/2001,,11-Jun-18,25-May-07,"Carroll, New Hampshire, United States",44.05315,-71.16027,,,,,,,,,0.02,0.02,,,,0.5,,,,,,,,,,"Smillie, Pam",,Federal Agency,Bulk Data,Frangula alnus,Introduced,,,,,Verified,,,92205933,https://usfs.maps.arcgis.com/home/item.html?id=cfa7600b5e81444c83adb26f798fb7f2,,,,
7317847,USDA Forest Service Natural Resource Information Systems (NRIS) ,glossy buckthorn,Frangula alnus,Positive,9/15/2001,,11-Jun-18,25-May-07,"Carroll, New Hampshire, United States",44.1803,-71.12458,,,,,,,,,0.02,0.02,,,,0.5,,,,,,,,,,"Costello, Christine",,Federal Agency,Bulk Data,Frangula alnus,Introduced,,,,,Verified,,,92205836,https://usfs.maps.arcgis.com/home/item.html?id=cfa7600b5e81444c83adb26f798fb7f2,,,,
7317846,USDA Forest Service Natural Resource Information Systems (NRIS) ,glossy buckthorn,Frangula alnus,Positive,7/25/2001,,11-Jun-18,25-May-07,"Carroll, New Hampshire, United States",44.12869,-71.12105,,,,,,,,,0.02,0.02,,,,0.5,,,,,,,,,,"Costello, Christine",,Federal Agency,Bulk Data,Frangula alnus,Introduced,,,,,Verified,,,92205829,https://usfs.maps.arcgis.com/home/item.html?id=cfa7600b5e81444c83adb26f798fb7f2,,,,
7309218,USDA Forest Service Natural Resource Information Systems (NRIS) ,glossy buckthorn,Frangula alnus,Positive,8/21/2009,,11-Jun-18,20-Dec-11,"Grafton, New Hampshire, United States",43.96583,-71.83212,,,,,,,,,,0.22,,,,,,,,,,,,,,"Neely, John",,Federal Agency,Bulk Data,Frangula alnus,Introduced,,,,,Verified,,,092204_2009_12,https://usfs.maps.arcgis.com/home/item.html?id=cfa7600b5e81444c83adb26f798fb7f2,,,,
7309200,USDA Forest Service Natural Resource Information Systems (NRIS) ,glossy buckthorn,Frangula alnus,Positive,10/24/2001,,11-Jun-18,25-May-07,"Carroll, New Hampshire, United States",44.07844,-71.26035,,,,,,,,,0.02,0.02,,,,0.5,,,,,,,,,,"Ewing, Mo",,Federal Agency,Bulk Data,Frangula alnus,Introduced,,,,,Verified,,,92205654,https://usfs.maps.arcgis.com/home/item.html?id=cfa7600b5e81444c83adb26f798fb7f2,,,,
7309189,USDA Forest Service Natural Resource Information Systems (NRIS) ,glossy buckthorn,Frangula alnus,Positive,9/4/2002,,11-Jun-18,25-May-07,"Carroll, New Hampshire, United States",44.15129,-71.17625,,,,,,,,,0.02,0.02,,,,0.5,,,,,,,,,,"Ewing, Mo",,Federal Agency,Bulk Data,Frangula alnus,Introduced,,,,,Verified,,,922051573,https://usfs.maps.arcgis.com/home/item.html?id=cfa7600b5e81444c83adb26f798fb7f2,,,,
7300780,USDA Forest Service Natural Resource Information Systems (NRIS) ,glossy buckthorn,Frangula alnus,Positive,8/26/2002,,11-Jun-18,25-May-07,"Grafton, New Hampshire, United States",43.84155,-71.88835,,,,,,,,,0.02,0.02,,,,0.5,,,,,,,,,,"Donlon, Andrea",,Federal Agency,Bulk Data,Frangula alnus,Introduced,,,,,Verified,,,922041717,https://usfs.maps.arcgis.com/home/item.html?id=cfa7600b5e81444c83adb26f798fb7f2,,,,
7300778,USDA Forest Service Natural Resource Information Systems (NRIS) ,glossy buckthorn,Frangula alnus,Positive,9/3/2002,,11-Jun-18,25-May-07,"Grafton, New Hampshire, United States",44.14108,-71.78747,,,,,,,,,0.02,0.02,,,,0.5,,,,,,,,,,"Ewing, Mo",,Federal Agency,Bulk Data,Frangula alnus,Introduced,,,,,Verified,,,922041582,https://usfs.maps.arcgis.com/home/item.html?id=cfa7600b5e81444c83adb26f798fb7f2,,,,
7299131,USDA Forest Service Natural Resource Information Systems (NRIS) ,glossy buckthorn,Frangula alnus,Positive,8/26/2002,,11-Jun-18,25-May-07,"Grafton, New Hampshire, United States",43.84199,-71.88853,,,,,,,,,0.02,0.02,,,,0.5,,,,,,,,,,"Donlon, Andrea",,Federal Agency,Bulk Data,Frangula alnus,Introduced,,,,,Verified,,,922041716,https://usfs.maps.arcgis.com/home/item.html?id=cfa7600b5e81444c83adb26f798fb7f2,,,,
7268836,USDA Forest Service Natural Resource Information Systems (NRIS) ,glossy buckthorn,Frangula alnus,Positive,6/13/2011,,11-Jun-18,14-Jun-11,"Carroll, New Hampshire, United States",44.13112,-71.25806,,,,,,,,,0.02,0.02,,,,,,,,,,,,,,"Starke, Kathy",,Federal Agency,Bulk Data,Frangula alnus,Introduced,,,,,Verified,,,092205_2011_02,https://usfs.maps.arcgis.com/home/item.html?id=cfa7600b5e81444c83adb26f798fb7f2,,,,
7247832,USDA Forest Service Natural Resource Information Systems (NRIS) ,glossy buckthorn,Frangula alnus,Positive,9/2/2015,,11-Jun-18,15-Oct-15,"Carroll, New Hampshire, United States",44.00671,-71.32084,,,,,,,,,0,0.33,,,,,,,,,,,,,,"Sperduto, Dan",,Federal Agency,Bulk Data,Frangula alnus,Introduced,,,,,Verified,,,092205_2015_002,https://usfs.maps.arcgis.com/home/item.html?id=cfa7600b5e81444c83adb26f798fb7f2,,,,
7226067,USDA Forest Service Natural Resource Information Systems (NRIS) ,glossy buckthorn,Frangula alnus,Positive,8/6/2013,,11-Jun-18,16-Aug-13,"Grafton, New Hampshire, United States",44.24397,-71.65153,,,,,,,,,0.02,0.38,,,,,,,,,,,,,,"Starke, Kathy | Prout, Leighlan",,Federal Agency,Bulk Data,Frangula alnus,Introduced,,,,,Verified,,,092204_2013_02,https://usfs.maps.arcgis.com/home/item.html?id=cfa7600b5e81444c83adb26f798fb7f2,,,,
7211400,USDA Forest Service Natural Resource Information Systems (NRIS) ,glossy buckthorn,Frangula alnus,Positive,8/28/2017,,11-Jun-18,17-Oct-17,"Carroll, New Hampshire, United States",44.05688,-71.1894,,,,,,,,,21.44,21.44,,,,,,,,,,,,,,"Reid, Alyssa | Marchowsky, Kori, - | Jacques, Marie-Eve | Miccio, Nick",,Federal Agency,Bulk Data,Frangula alnus,Introduced,,,,,Verified,,,092205_2006_15,https://usfs.maps.arcgis.com/home/item.html?id=cfa7600b5e81444c83adb26f798fb7f2,,,,
7207785,USDA Forest Service Natural Resource Information Systems (NRIS) ,glossy buckthorn,Frangula alnus,Positive,7/15/2001,,11-Jun-18,25-May-07,"Carroll, New Hampshire, United States",44.12751,-71.12196,,,,,,,,,0.02,0.02,,,,0.5,,,,,,,,,,"Costello, Christine",,Federal Agency,Bulk Data,Frangula alnus,Introduced,,,,,Verified,,,92205826,https://usfs.maps.arcgis.com/home/item.html?id=cfa7600b5e81444c83adb26f798fb7f2,,,,
7207780,USDA Forest Service Natural Resource Information Systems (NRIS) ,glossy buckthorn,Frangula alnus,Positive,10/11/2001,,11-Jun-18,25-May-07,"Carroll, New Hampshire, United States",44.14679,-71.17801,,,,,,,,,0.02,0.02,,,,0.5,,,,,,,,,,"Ewing, Mo",,Federal Agency,Bulk Data,Frangula alnus,Introduced,,,,,Verified,,,92205249,https://usfs.maps.arcgis.com/home/item.html?id=cfa7600b5e81444c83adb26f798fb7f2,,,,
7204633,USDA Forest Service Natural Resource Information Systems (NRIS) ,glossy buckthorn,Frangula alnus,Positive,8/26/2002,,11-Jun-18,25-May-07,"Grafton, New Hampshire, United States",43.84354,-71.88899,,,,,,,,,0.02,0.02,,,,0.5,,,,,,,,,,"Donlon, Andrea",,Federal Agency,Bulk Data,Frangula alnus,Introduced,,,,,Verified,,,922041715,https://usfs.maps.arcgis.com/home/item.html?id=cfa7600b5e81444c83adb26f798fb7f2,,,,
7192613,USDA Forest Service Natural Resource Information Systems (NRIS) ,glossy buckthorn,Frangula alnus,Positive,6/30/2001,,11-Jun-18,25-May-07,"Carroll, New Hampshire, United States",44.14677,-71.18115,,,,,,,,,0.02,0.02,,,,0.5,,,,,,,,,,"Pizzo, Nicky",,Federal Agency,Bulk Data,Frangula alnus,Introduced,,,,,Verified,,,92205217,https://usfs.maps.arcgis.com/home/item.html?id=cfa7600b5e81444c83adb26f798fb7f2,,,,
7189003,USDA Forest Service Natural Resource Information Systems (NRIS) ,glossy buckthorn,Frangula alnus,Positive,6/4/2002,,11-Jun-18,25-May-07,"Grafton, New Hampshire, United States",44.06142,-71.62739,,,,,,,,,0.02,0.02,,,,0.5,,,,,,,,,,"Hunkins, Sarah",,Federal Agency,Bulk Data,Frangula alnus,Introduced,,,,,Verified,,,922041352,https://usfs.maps.arcgis.com/home/item.html?id=cfa7600b5e81444c83adb26f798fb7f2,,,,
7188992,USDA Forest Service Natural Resource Information Systems (NRIS) ,glossy buckthorn,Frangula alnus,Positive,9/4/2002,,11-Jun-18,25-May-07,"Carroll, New Hampshire, United States",44.14578,-71.18157,,,,,,,,,0.02,0.02,,,,0.5,,,,,,,,,,"Ewing, Mo",,Federal Agency,Bulk Data,Frangula alnus,Introduced,,,,,Verified,,,922051569,https://usfs.maps.arcgis.com/home/item.html?id=cfa7600b5e81444c83adb26f798fb7f2,,,,
7188991,USDA Forest Service Natural Resource Information Systems (NRIS) ,glossy buckthorn,Frangula alnus,Positive,10/11/2001,,11-Jun-18,25-May-07,"Carroll, New Hampshire, United States",44.14747,-71.18058,,,,,,,,,0.02,0.02,,,,0.5,,,,,,,,,,"Ewing, Mo",,Federal Agency,Bulk Data,Frangula alnus,Introduced,,,,,Verified,,,92205241,https://usfs.maps.arcgis.com/home/item.html?id=cfa7600b5e81444c83adb26f798fb7f2,,,,
7188370,USDA Forest Service Natural Resource Information Systems (NRIS) ,glossy buckthorn,Frangula alnus,Positive,10/11/2001,,11-Jun-18,25-May-07,"Carroll, New Hampshire, United States",44.1482,-71.17887,,,,,,,,,0.02,0.02,,,,0.5,,,,,,,,,,"Ewing, Mo",,Federal Agency,Bulk Data,Frangula alnus,Introduced,,,,,Verified,,,92205225,https://usfs.maps.arcgis.com/home/item.html?id=cfa7600b5e81444c83adb26f798fb7f2,,,,
7188369,USDA Forest Service Natural Resource Information Systems (NRIS) ,glossy buckthorn,Frangula alnus,Positive,9/15/2001,,11-Jun-18,25-May-07,"Carroll, New Hampshire, United States",44.1803,-71.12458,,,,,,,,,0.02,0.02,,,,0.5,,,,,,,,,,"Costello, Christine",,Federal Agency,Bulk Data,Frangula alnus,Introduced,,,,,Verified,,,92205835,https://usfs.maps.arcgis.com/home/item.html?id=cfa7600b5e81444c83adb26f798fb7f2,,,,
7188360,USDA Forest Service Natural Resource Information Systems (NRIS) ,glossy buckthorn,Frangula alnus,Positive,8/29/2002,,11-Jun-18,25-May-07,"Carroll, New Hampshire, United States",44.07719,-71.26043,,,,,,,,,0.02,0.02,,,,0.5,,,,,,,,,,"Ewing, Mo",,Federal Agency,Bulk Data,Frangula alnus,Introduced,,,,,Verified,,,922051605,https://usfs.maps.arcgis.com/home/item.html?id=cfa7600b5e81444c83adb26f798fb7f2,,,,
7188353,USDA Forest Service Natural Resource Information Systems (NRIS) ,glossy buckthorn,Frangula alnus,Positive,5/14/2005,,11-Jun-18,25-May-07,"Carroll, New Hampshire, United States",44.13935,-71.10707,,,,,,,,,0.02,0.02,,,,1,,,,,,,,,,"Schori, Alice",,Federal Agency,Bulk Data,Frangula alnus,Introduced,,,,,Verified,,,2005S11FRAL,https://usfs.maps.arcgis.com/home/item.html?id=cfa7600b5e81444c83adb26f798fb7f2,,,,
7188347,USDA Forest Service Natural Resource Information Systems (NRIS) ,glossy buckthorn,Frangula alnus,Positive,9/15/2001,,11-Jun-18,25-May-07,"Carroll, New Hampshire, United States",44.1575,-71.10204,,,,,,,,,0.02,0.02,,,,0.5,,,,,,,,,,"Costello, Christine",,Federal Agency,Bulk Data,Frangula alnus,Introduced,,,,,Verified,,,92205833,https://usfs.maps.arcgis.com/home/item.html?id=cfa7600b5e81444c83adb26f798fb7f2,,,,
7181933,USDA Forest Service Natural Resource Information Systems (NRIS) ,glossy buckthorn,Frangula alnus,Positive,6/16/2005,,11-Jun-18,25-May-07,"Grafton, New Hampshire, United States",44.24486,-71.66474,,,,,,,,,0.02,0.02,,,,1,,,,,,,,,,"Mattrick, Chris, -",,Federal Agency,Bulk Data,Frangula alnus,Introduced,,,,,Verified,,,2005AP28FRAL,https://usfs.maps.arcgis.com/home/item.html?id=cfa7600b5e81444c83adb26f798fb7f2,,,,
